id,name,description,city,country,capacity
f238884e-a74a-4948-b96c-4a984caf7df0,"Miles, Hamilton and Carter",Multi-channeled system-worthy info-mediaries,Budapest,Hungary,497
cdfa064b-8166-40e8-9a7a-de3ad2451f69,Fuller-Davis,Re-engineered directional monitoring,Rome,Italy,433
c9f3865e-5bd5-4a0e-8d28-af7273b68fc2,Brennan Inc,Reactive value-added data-warehouse,Paris,France,127
cc562234-bdec-4b90-819f-d6b8ed38a3a7,Aguilar-Williams,Multi-layered local instruction set,Warsaw,Poland,330
3c7f59e0-3e00-4378-8b51-c13b588122bd,Johnson-Leon,User-friendly discrete knowledge user,Amsterdam,Netherlands,135
7a94ee1e-5ffc-4fe5-965e-8a8dc201d210,Haley Inc,Triple-buffered client-server application,Madrid,Spain,96
7a0a3098-5490-4d82-b9dc-601383591986,"Fox, Robles and Lopez",Profit-focused motivating forecast,Vienna,Austria,128
4ea19e85-5d3b-4a82-a615-12d9e68b24c2,"Cunningham, Kent and Cruz",Advanced methodical software,London,United Kingdom,51
35dcdafd-50b3-422c-bbd1-10892f1ef46f,Thomas-Perez,Ameliorated user-facing adapter,Warsaw,Poland,72
dc72fdcd-7e54-4b15-9e0d-4cb7d509eb88,Flores-Wright,Balanced asynchronous process improvement,Amsterdam,Netherlands,119
27eaa332-1e03-4562-a506-e947ab4da7cb,Travis-Bates,Managed impactful initiative,Prague,Czech Republic,365
47357ae7-2d56-4618-b67b-177659842695,"Carroll, Howe and Robinson",Extended asymmetric process improvement,Prague,Czech Republic,448
448d8362-15e2-4900-a353-c387b4a91f2d,"Weaver, Higgins and Smith",Exclusive dynamic throughput,Warsaw,Poland,482
a7ab5f38-085b-47e2-87f7-e56ce9c25cc2,Mitchell-Cook,Adaptive mission-critical system engine,Prague,Czech Republic,286
8ab721d7-359a-4f70-91e4-5e786480592f,Olson Group,Total dynamic initiative,Rome,Italy,56
96968bf2-61df-466f-a058-ac1e863cb2bd,"Brown, Smith and Burnett",Organized stable Graphic Interface,Rome,Italy,373
f5187e51-8438-48ea-8297-bd2cbac87ddf,Brown-Graham,Cross-platform impactful installation,Amsterdam,Netherlands,307
76d135a0-29ca-42bb-ac25-bcd8bd5b925e,Stevenson-Gentry,Multi-lateral upward-trending protocol,Budapest,Hungary,216
50308935-525c-482d-b188-9ba4d37a36ce,Daniel LLC,Versatile 3rdgeneration core,London,United Kingdom,191
9acf19a7-7bff-4066-bcde-74ff0ff7f152,Jones-Johnston,Secured 5thgeneration instruction set,Berlin,Germany,433
5137267f-addb-4c6c-8c71-3ee383452e09,Brown Group,Implemented radical service-desk,Paris,France,88
f18f837e-a42c-4808-842e-34161ef1a4ef,"Herman, Romero and Watts",Assimilated upward-trending Graphic Interface,Budapest,Hungary,426
99571218-0a79-428e-8bd7-cee2bd4b5a89,Stone-Davis,De-engineered didactic database,London,United Kingdom,218
d8640d7a-f2d3-42db-851c-84cbb407295e,Bruce-Valdez,Total executive solution,Berlin,Germany,213
5b198068-b93c-4fbd-a778-8aec816ca95b,Walsh Group,Virtual upward-trending portal,London,United Kingdom,253
f3832db3-0225-4064-9379-7d9969f92baf,Fox and Sons,Reduced systematic architecture,Warsaw,Poland,384
ae5add50-5e24-4001-840d-ded610d4fb3d,Bonilla-Brown,Optional 24hour info-mediaries,Madrid,Spain,301
29633ffd-ebdb-4462-bc8b-af25d3ecd537,Jones-Kelly,Reverse-engineered responsive moderator,Berlin,Germany,113
9dd12e42-7558-4636-92b9-600b4c774fef,Greer Inc,Profound attitude-oriented website,Amsterdam,Netherlands,366
f96ebe83-d243-494e-b581-a6586de736fd,Friedman and Sons,Centralized even-keeled forecast,Paris,France,438
4eb5a623-91e3-43af-840b-8d512df1c483,Park-Hanson,Up-sized intermediate orchestration,Budapest,Hungary,222
d291f87a-8f78-469e-8607-f4abfe59f5f7,"Skinner, Garcia and Holmes",Face-to-face encompassing structure,Rome,Italy,78
17ccd752-a560-41c0-9465-f87ac697aceb,"Moreno, Murillo and Christensen",Advanced systemic secured line,Budapest,Hungary,273
868a15f3-0b16-4498-9959-adc6ad0b7e56,"Crawford, Anderson and Mathews",Cross-platform national process improvement,Warsaw,Poland,357
cc36c6a5-b85b-46e5-90a9-e2d53ecd2c1c,Lane Ltd,Progressive well-modulated budgetary management,Warsaw,Poland,433
e6412fa3-2412-466b-aa84-38ec28105b93,Jones Ltd,Optional intermediate definition,Prague,Czech Republic,383
717699f4-46c4-4781-85f4-3b273e3dd0c1,Caldwell Ltd,User-friendly mobile middleware,London,United Kingdom,99
d79b469c-0f23-4636-adcf-eea85b4b0c6b,"Fisher, Martinez and Maldonado",Programmable clear-thinking project,Budapest,Hungary,153
c87a011f-cd39-4594-996b-e873507c7414,"Murphy, Gibson and Smith",Organic asynchronous project,Rome,Italy,197
9cf376ac-8653-4738-ba37-09955be86e33,"Davis, Lopez and Dudley",Quality-focused dedicated open system,Paris,France,125
d923f3c4-88d5-418f-b53e-e52cefee6171,Young PLC,Self-enabling attitude-oriented complexity,Vienna,Austria,269
d89a2cf8-b132-4a11-9fb7-5aa091023ed5,Porter PLC,Organized motivating ability,Berlin,Germany,36
0b87bd11-4df4-4e81-98cd-23a9c5c6b932,Benson-Long,Persistent executive policy,Paris,France,473
78ce767d-a2bd-4e5b-a218-95a5fb6775dd,Hatfield LLC,Assimilated national complexity,Budapest,Hungary,75
be4c4f7b-0010-4945-82ba-9095c22b1991,"Mcdonald, Ortiz and Johnson",Function-based hybrid focus group,Madrid,Spain,115
b5a88696-159d-4c51-a77d-b7c8d4927351,Taylor PLC,Synergistic zero administration parallelism,London,United Kingdom,197
810122a8-92ad-40c0-8c1f-fc72e4a8a379,"Brown, Butler and Barajas",Public-key bifurcated hardware,Warsaw,Poland,65
30acdcb3-82f0-447d-8b11-f0c30bd2ef55,Vargas LLC,Digitized 6thgeneration implementation,Madrid,Spain,367
6c7eb2fa-75d2-42bb-a5c4-1d6c26c2bebc,Clements Inc,Horizontal intermediate flexibility,London,United Kingdom,326
b6e6f228-b653-4c0b-9287-50a9625d9c48,"Campbell, Bell and Fletcher",Synchronized 6thgeneration time-frame,Warsaw,Poland,438
6a502215-e754-4421-a070-9d0af8a7f2fd,"Phillips, Mccoy and Austin",Phased human-resource framework,Berlin,Germany,197
968918e2-e646-4b9b-8359-b7dce1c9b982,Jensen-Myers,Polarized bi-directional capability,Madrid,Spain,116
091de365-2f9a-4424-b78b-24977f973caa,"Fernandez, Carter and Barrett",Triple-buffered reciprocal secured line,Amsterdam,Netherlands,234
dce7bbde-210a-474c-9849-42c8fdbdaad6,"Chandler, Washington and White",Devolved optimizing parallelism,Vienna,Austria,270
0f872836-b8b7-4f1a-a31e-1e50467ec715,"Lawson, Jones and Fritz",Streamlined interactive support,Paris,France,266
59e9de2c-5bdd-4960-b069-d0ca2b1d454f,"Lucas, Gutierrez and Miller",Multi-layered contextually-based protocol,Budapest,Hungary,439
f5eb43f5-3073-497b-a560-091851eab212,"Johnson, Rodriguez and Reyes",Programmable analyzing methodology,Rome,Italy,483
a5939d02-8fd9-4211-b7f8-9fd639863f90,Stewart-Martinez,Function-based fresh-thinking standardization,Amsterdam,Netherlands,102
90d9f56d-dc87-44f9-a903-2f286b8364a7,Tucker Inc,Distributed encompassing installation,Budapest,Hungary,358
a7cae685-c26a-47bd-8a03-409d40949045,Cunningham Inc,Visionary needs-based initiative,Paris,France,237
351fab79-a69e-4458-9055-b260ef40064a,Knight Inc,Reactive encompassing hierarchy,Rome,Italy,428
6ea07163-1c96-4176-b9d8-1e76ce687dcf,Ponce Inc,Down-sized homogeneous strategy,London,United Kingdom,281
dca10245-17a8-4f2c-bb4b-089cd5aada73,Pacheco and Sons,Extended tangible ability,Paris,France,233
0515e74e-1bbc-44f2-8b3f-d542b903ea63,Sullivan-Anderson,Decentralized regional core,Berlin,Germany,432
521aa5ce-bb17-48de-bd1f-108f7293fd19,Schneider-Foster,Advanced tertiary orchestration,Amsterdam,Netherlands,142
8090fb8e-7179-46ed-ae6d-2fd35c7d23a1,Neal-Riley,Adaptive actuating software,Madrid,Spain,479
4ad543fa-d17d-4b80-ae66-8c0abb748c47,Wheeler Ltd,Self-enabling fault-tolerant hierarchy,Rome,Italy,343
4a647e39-e3e1-4710-84eb-14b981a7a367,Padilla-Khan,Adaptive asymmetric alliance,Warsaw,Poland,490
a87ade63-4d1f-4e01-8b6b-8c69c5b5bb7c,Jones PLC,Programmable interactive software,Amsterdam,Netherlands,444
7f2cc653-9ab0-46ad-8f3e-2b55d2085e35,Duke-Edwards,Configurable 3rdgeneration pricing structure,London,United Kingdom,365
2a1f0029-5924-4698-927b-bedbff95c71b,Bradley Ltd,Cross-platform clear-thinking initiative,Madrid,Spain,426
42d22d7e-35e9-4070-b54a-548b61cc7ad5,"Davies, Garcia and Adams",Centralized dedicated contingency,London,United Kingdom,26
276b9807-46ee-4f05-922d-6c5f3b8c9752,"Weaver, Jones and Esparza",Cross-platform foreground methodology,Madrid,Spain,470
ad7694b6-c611-496c-8e2f-1df2acd9f129,Cooke Inc,Persevering bifurcated parallelism,Berlin,Germany,249
83f92660-b383-4cc0-83b6-2631af37fcdd,Roman-Garcia,Adaptive high-level alliance,Amsterdam,Netherlands,296
cb015bd3-fad2-42e0-8add-895c4e953d57,"Cooley, Wilson and Turner",Re-engineered national installation,Warsaw,Poland,408
e01872bd-c6db-4360-bb4d-1633f642652c,Gallagher and Sons,Universal asymmetric time-frame,Warsaw,Poland,260
ec9cdcad-3613-43bc-a1e5-c6233d875d09,Lamb Ltd,Multi-channeled next generation instruction set,London,United Kingdom,345
6ab5d42c-5c42-4a21-94c3-9761bbe26235,"Johnson, Bowers and Davis",Future-proofed real-time superstructure,Vienna,Austria,248
cfae7fd4-44b8-4778-845a-574daf19cabf,"Hansen, Miller and Davis",Cloned grid-enabled Graphical User Interface,Vienna,Austria,341
59f6caa8-6e75-4670-b577-7b0fe65c8219,Sparks-Valdez,Secured intangible website,Madrid,Spain,315
cac1a83f-61dc-416f-9403-7d361142ad1b,Harris-Smith,Extended heuristic pricing structure,Paris,France,236
6aafec9d-333d-4870-baac-371cd537a47b,Heath and Sons,Polarized composite instruction set,Madrid,Spain,19
54f45ca6-0726-46a5-945c-efdaf9e2c27d,Allen-White,Intuitive client-driven attitude,Warsaw,Poland,85
c6f62cc6-37f1-479d-9ca8-caaa0909d1bd,Mitchell Group,Adaptive context-sensitive process improvement,Warsaw,Poland,86
6e49e638-e0dd-4bd8-997a-fdba293612ce,Kelly-Grant,Synchronized analyzing product,Warsaw,Poland,208
9c4bd759-af5b-4995-849a-e262fbf357f3,"Potts, Clark and Stewart",Configurable real-time service-desk,Warsaw,Poland,262
8a62ce6f-b1e4-4e0d-8a9e-326e32fe813d,Short-Stanley,Reverse-engineered directional archive,London,United Kingdom,400
c6a5b45b-ce64-4d22-9006-6f265f5806b7,Wood-Heath,Front-line bifurcated circuit,Rome,Italy,13
8cedc524-bebd-47d5-ba67-1d8dd22376e7,Stevens PLC,Reactive encompassing conglomeration,Vienna,Austria,457
72e35fd7-eb18-4908-9fc0-76596bd0ed1f,Morton LLC,Face-to-face regional info-mediaries,Vienna,Austria,257
f3ea8d31-73c1-4235-8f03-9aff33bc04ba,Figueroa LLC,Face-to-face system-worthy projection,Prague,Czech Republic,372
6ae28fad-3cb7-4738-8207-25ecfdb4af11,"Woods, Miller and Wood",Customer-focused foreground system engine,Madrid,Spain,350
ef7ff981-0c19-4d9e-83c3-77b69fd52898,Parker LLC,Automated optimizing firmware,Amsterdam,Netherlands,433
e83dd426-88c1-47de-8cd8-a9e10034942b,Nelson Group,Centralized real-time utilization,Budapest,Hungary,58
011056ba-921a-4abb-9712-72f3f259598a,Barber-Barker,Customer-focused methodical middleware,Prague,Czech Republic,158
2878bf9a-52c7-4de4-9f1d-0f864a95ef90,Brown Group,Integrated uniform monitoring,Budapest,Hungary,439
ab7d11ab-1cb6-4877-a7bb-3c65a02e7025,"Oneill, Cooper and Swanson",Reactive intangible installation,Amsterdam,Netherlands,481
c0ba557c-dad1-43e4-9c93-7a53cf8ffbbe,"Williams, Chan and Horn",Progressive 24/7 capability,Budapest,Hungary,323
a454a925-b7bd-4d7b-b09c-8c02e5a27686,Freeman-Williams,Operative disintermediate capacity,Rome,Italy,361
6fc52f72-b8ed-4208-8615-526cfb7aeb46,Cherry-Gray,User-friendly dynamic initiative,Vienna,Austria,89
be816b7f-ad78-4633-bdef-2891d0ac70ce,"Ward, Carlson and Melendez",Progressive heuristic open architecture,Vienna,Austria,273
2e8bc0e5-1799-4748-af05-8ff64221e206,"Cantu, Young and Hoffman",Managed didactic complexity,Paris,France,304
6018e89a-bdd6-41de-9c23-4bee1a824478,Roberts-Rocha,Cross-group fault-tolerant success,Vienna,Austria,153
8fe52872-0934-45ef-a5bd-0d5431a529ac,Rodriguez-Casey,Front-line system-worthy portal,Rome,Italy,190
ff117047-2a01-4c11-8159-b16d5cbcc935,Reynolds Group,Adaptive executive superstructure,Warsaw,Poland,261
e0f2ca68-734c-4b44-8bed-86834320e606,Ford-Wright,Persistent regional forecast,Madrid,Spain,380
8fb7f43c-f436-42da-91d7-6975b37a766b,Williams-Smith,User-centric cohesive array,Amsterdam,Netherlands,431
bbab1df3-be56-4beb-b469-92cc5fd3f328,Shepard-Edwards,Quality-focused multi-tasking contingency,Berlin,Germany,190
7d867b99-9fad-4e47-a679-7ed3f50062f5,"Smith, Taylor and Rich",Customizable logistical contingency,Vienna,Austria,114
52697aed-1a08-413c-b9eb-536e2bba5ad7,Hill LLC,Ameliorated content-based hierarchy,Berlin,Germany,499
a354a121-7a65-4ad2-82cc-5814ef9d8369,Downs PLC,Organic mobile synergy,Rome,Italy,322
e15b0a06-adf0-43b1-92b8-6bc362a868fd,"Howell, Lee and Ballard",Integrated regional matrix,Prague,Czech Republic,45
079bc906-cd76-4c0b-b9cf-7f2e72270465,Marshall Ltd,Synergized attitude-oriented functionalities,Rome,Italy,200
b5d5713d-4566-4154-a21e-cb50ce6f6b80,Sweeney Ltd,Monitored tangible protocol,Madrid,Spain,467
0026d1bf-2a4c-4066-a3fa-2334ede277b0,"Rodriguez, Austin and Tanner",Team-oriented leadingedge complexity,London,United Kingdom,451
d3f0a8db-a816-4be0-8a60-5d8e1a8e7393,Ramirez and Sons,Inverse national firmware,Berlin,Germany,194
255b93f6-a86a-499b-9f2c-8c2950a7b41a,"Lozano, Phillips and Berry",Exclusive solution-oriented complexity,Amsterdam,Netherlands,18
6c9d90bb-3908-4bb9-bf04-91c34f33afe3,Solis Group,Customer-focused neutral collaboration,Paris,France,487
302bf6ba-0464-4a31-82e4-e9d045c0ad55,"Andrade, Johnson and Nolan",Focused tertiary functionalities,Vienna,Austria,17
ac7ea6b5-6f83-468b-864c-f9cce3123d47,May Ltd,Public-key bandwidth-monitored challenge,Warsaw,Poland,102
6abfef37-bb2f-4393-9780-713290485dea,Jensen-Scott,Monitored systematic monitoring,Amsterdam,Netherlands,322
9ba27a3f-9879-4432-85a3-6daf6068bf89,Harmon-Mills,Multi-tiered responsive open architecture,Warsaw,Poland,305
f742ba73-ae5e-4d90-a1eb-d39abcbf3206,Gregory-Parker,Pre-emptive static middleware,Budapest,Hungary,45
de30e3b3-1177-43d2-b9fb-e14c09fb4df6,Hughes PLC,Programmable next generation pricing structure,Berlin,Germany,381
3412ad50-6320-4686-8331-3fd901036082,Walker Group,Persistent bandwidth-monitored support,Paris,France,250
069972eb-fe8a-4fac-ab85-61ad1dc1f4c8,Cain-Garrett,Multi-channeled static encryption,Berlin,Germany,50
f164633e-2dab-4ff2-8af0-6eb385d7e49e,Fernandez LLC,Extended asymmetric help-desk,Budapest,Hungary,392
e5a66444-c803-4e74-90da-2022f3884bd4,"Robinson, Gordon and Walker",Switchable bi-directional matrix,Vienna,Austria,20
7e872f57-c903-46f6-9b0a-30d2023fcedd,Goodwin PLC,Vision-oriented 4thgeneration focus group,Berlin,Germany,489
37bd0fa5-61d9-422d-bdb1-10c5359f8f53,Duncan-Eaton,Front-line disintermediate flexibility,Budapest,Hungary,364
6f58a545-aaa0-45a7-ae19-17a1ac5797a0,Wilson Group,Cross-platform system-worthy encryption,Warsaw,Poland,46
446b8c93-4710-45f2-a10a-1317877cb036,Payne Ltd,Organized even-keeled encoding,London,United Kingdom,334
084e276e-23e4-4a47-8012-c73ac34612bb,Baker LLC,Function-based 24hour secured line,London,United Kingdom,366
d021ae6c-131d-4837-b423-fc6f4fdcb616,Johnson-Ruiz,Focused real-time Internet solution,London,United Kingdom,334
6c214849-08d0-4576-b3a1-640ca8c7d730,Chavez PLC,Streamlined explicit solution,Madrid,Spain,86
cd7ce362-f446-4376-b6b6-0c7ceca4a887,Garcia PLC,Organized 3rdgeneration artificial intelligence,Berlin,Germany,207
1be926ed-5f10-49f7-9c24-ae0156945ad0,Franklin Inc,Re-contextualized zero administration function,Madrid,Spain,250
127e8ead-208d-41d1-9444-3a9f7b3acf28,Taylor Group,Customer-focused coherent encryption,Amsterdam,Netherlands,294
70e64dc9-d278-4af4-9d5e-01e4fd240c6c,"Jackson, Mcbride and Fuller",Quality-focused systemic forecast,Budapest,Hungary,345
4d5abb58-d113-492c-8d57-2d217a23ea61,Moore-Johnson,Synchronized impactful benchmark,Vienna,Austria,414
3bc0ddfc-2c04-43b8-be20-db844041503e,Ramirez-Rhodes,Decentralized didactic instruction set,Vienna,Austria,47
c1eda2d7-bd0d-46d3-8b0c-1ce0788d37d1,Baker-Sanders,Versatile discrete productivity,Warsaw,Poland,170
d8417506-4ce0-48bd-ae62-40b9abf92d90,Ellis-West,Triple-buffered interactive artificial intelligence,Paris,France,150
68285679-307d-4018-b718-c0170e98b37e,Kim-Wood,Multi-tiered empowering array,Prague,Czech Republic,25
24c7113b-1a5e-48b8-8e80-f7b2b81a035e,Kim Inc,Synchronized bi-directional throughput,Vienna,Austria,452
1d9968f1-872b-42f5-9430-7d4b96c22e93,"Allen, Parker and Walsh",Seamless reciprocal Internet solution,Prague,Czech Republic,291
6d943620-0a9f-498e-80f0-efba10dde728,Smith-Davis,Adaptive 6thgeneration budgetary management,Paris,France,202
907925e6-87bb-4d8a-b4ed-4817bda94231,Holt Ltd,Self-enabling attitude-oriented help-desk,Prague,Czech Republic,143
bd828e7d-7d08-42e7-8441-2c65cda32743,West PLC,Innovative next generation Internet solution,Madrid,Spain,130
c5717ebc-7152-468d-8cb9-5232a3b5baab,Burton PLC,Decentralized mission-critical Internet solution,Amsterdam,Netherlands,288
ece96d61-86d1-4df5-ac90-645e1448ded7,"Moore, Carter and Strickland",Diverse next generation flexibility,London,United Kingdom,192
4c6fe805-46fb-4fbb-a2db-407465a48340,Carroll Ltd,Streamlined hybrid time-frame,Prague,Czech Republic,265
61ee8a93-574b-49eb-8a0c-f10d9f3fd697,Walters-Smith,Organized homogeneous artificial intelligence,Rome,Italy,210
ffc3b87e-dc35-4fbd-8cce-592152f7f391,"Davis, Vasquez and Wilson",Front-line multimedia Internet solution,Paris,France,266
acee0c96-6071-40c7-aa42-c19db08d9599,Li-Johnson,Implemented analyzing strategy,Warsaw,Poland,387
55c9a9db-16a9-4adf-9210-1643a8757a12,"Smith, Romero and York",Reverse-engineered cohesive data-warehouse,Vienna,Austria,12
10aa0331-6e0a-4393-8864-cd0665a865cb,"Kim, Johnson and Gonzalez",Virtual executive groupware,Rome,Italy,413
59a7cd07-d09a-48f1-9f6f-457912bc0db6,Park-Ruiz,Configurable user-facing service-desk,Paris,France,220
14f41682-e64f-419c-bb96-9afe9f1eecb4,Wolfe-Jones,Programmable high-level array,Paris,France,242
5cec082b-e135-458c-befa-da8bec16f382,Brown-Santiago,Programmable human-resource portal,Prague,Czech Republic,307
04da6afc-81c7-481e-9ec4-928de44409d4,Rodriguez LLC,Decentralized asymmetric hub,Vienna,Austria,260
729b399d-0b2d-4d7a-9fed-66ba39f82bd7,Mercer-Bradley,De-engineered leadingedge alliance,Rome,Italy,434
0342eb48-f04f-4aaa-8824-2768a400f448,Phillips-Lewis,Quality-focused background pricing structure,Rome,Italy,402
dca98bc8-9dcc-4521-bb13-2cb1e2c3bad4,"Smith, Pierce and Chase",Vision-oriented empowering hardware,Warsaw,Poland,154
cca7913d-6c64-4fbe-8ace-3aab93882c38,Cooper-Burnett,Monitored interactive application,Berlin,Germany,216
d898154b-cb26-463b-b2d3-be3a8fdef540,Lee-Bray,De-engineered needs-based workforce,Rome,Italy,197
b1518747-c86e-4021-aa11-69f806285717,Mathews Ltd,Multi-layered foreground customer loyalty,Prague,Czech Republic,106
ada50a02-965c-4439-a355-61d33ac24fe2,Arnold-Smith,Down-sized 5thgeneration focus group,Madrid,Spain,273
9c85ed49-5d17-4b15-a8cd-d5605b867396,Faulkner and Sons,Switchable regional neural-net,Budapest,Hungary,466
1d442aa7-d8e2-4ffa-8c1c-4076b0fe2884,"Taylor, Rojas and Bryan",Implemented actuating portal,Vienna,Austria,409
02d1ebc6-2970-47de-a4f2-dfee15c2cd3b,"Thomas, Wilson and Hoffman",Mandatory multi-state core,Rome,Italy,229
ed0143c1-606e-4894-995a-519d1d2e1039,Carlson-Cohen,Persistent demand-driven circuit,Berlin,Germany,204
4551b360-eb4b-487f-ae69-88b0712da03b,"Ortiz, Hansen and Sosa",Multi-channeled next generation challenge,Prague,Czech Republic,129
e2b28e7c-121e-479a-a03a-c328d596102a,Newman Group,Object-based intangible archive,Amsterdam,Netherlands,450
cdfc5027-e4c3-447a-a56a-05a63ec55de2,Ramos-Brown,Ergonomic 3rdgeneration paradigm,London,United Kingdom,390
edad5291-a443-439a-b003-0a5ba0f1ade3,"Walters, Parker and Cox",Focused multimedia projection,Amsterdam,Netherlands,119
e9d53aac-c635-4bdb-82c7-61319e8fe538,"Davis, Andrade and Jackson",Secured fresh-thinking firmware,Madrid,Spain,31
61b1b4da-0681-4659-ae59-4bb97bbc736b,Briggs-Berg,Inverse neutral encoding,Prague,Czech Republic,193
021502a1-8b04-4068-9477-ebe7685c5933,"Jarvis, Morrison and Collier",Extended asynchronous superstructure,Amsterdam,Netherlands,402
8bc12618-9cd7-46de-9719-81ff17726fcb,"Martin, Anthony and Salinas",Ergonomic bottom-line firmware,Paris,France,54
949a8548-e416-496a-967d-8aecb4e3ac23,Wilson-Johnson,Triple-buffered non-volatile extranet,Madrid,Spain,24
cb78a1b1-794b-4937-bbda-2cb991cba655,"Calderon, Ingram and Brown",Multi-layered intangible data-warehouse,London,United Kingdom,53
03df1471-484d-4013-9c0d-b43249d1a528,Drake-Grant,Programmable grid-enabled artificial intelligence,Warsaw,Poland,273
d42c7c98-543f-49b4-ad73-4a219ffdd95b,Neal-Valdez,Assimilated scalable structure,Prague,Czech Republic,237
5ea412fe-3a06-484c-94d2-049b99e7c275,Smith Ltd,Streamlined modular artificial intelligence,Rome,Italy,378
0ed8a0d5-68c5-4677-8641-1ca3acc10719,"Cook, Richard and Hunter",Assimilated encompassing adapter,Paris,France,67
f4ffe217-2a16-426c-b0f6-d8b581a61210,"Jones, Brown and Zhang",Reactive incremental artificial intelligence,Prague,Czech Republic,301
f8838e04-96ed-41e5-8ea2-72f5e4430977,"Kelly, Long and Le",Phased responsive conglomeration,Berlin,Germany,16
ebacc6ae-bb0c-4b49-97af-01b886f73d37,Love Inc,Horizontal coherent throughput,Vienna,Austria,169
816126b1-ef19-4377-864c-cb437c37e960,Peterson-Mckenzie,Innovative background matrix,Berlin,Germany,207
451af579-0796-4ba5-bde1-fd4ccca5ee31,"Sullivan, Harper and Chung",Open-architected tertiary superstructure,Berlin,Germany,180
cd67b21c-7e21-4f0b-bc7a-46e7a3869e63,"Jordan, Smith and Ortiz",Integrated neutral infrastructure,Paris,France,439
f9b40c54-44d9-45e4-aef4-109cd9e27cdf,Weber Ltd,Distributed national contingency,Paris,France,343
e9718d18-0e68-48a5-ab3f-0fc4e76784b1,Munoz PLC,Mandatory multi-state throughput,Prague,Czech Republic,446
b2738894-0678-43e5-80ff-71fa367f61ec,"Mayer, Anderson and Jimenez",Visionary needs-based encoding,Berlin,Germany,271
7683579f-70f6-4e94-85af-2c4a5d9a4f1d,Johnson-Clements,Automated intangible frame,Prague,Czech Republic,203
839e5e92-c036-4c17-be77-258d69b4a14b,"Krueger, Rodriguez and Romero",Reactive bifurcated knowledgebase,Prague,Czech Republic,214
376c8220-f178-4962-a9da-afcd70956203,Jennings-Stevens,Cross-platform next generation superstructure,Madrid,Spain,117
8725194d-74e8-47af-b988-889799994305,"Daniel, Wright and White",Multi-tiered local framework,Amsterdam,Netherlands,199
865ce47e-6976-494e-b414-0084251ceab9,"Villa, Farley and Mitchell",Innovative dedicated utilization,Budapest,Hungary,67
3176c57e-5e39-4353-a30b-4d9dc92e1764,Taylor-Barnes,Grass-roots interactive analyzer,Rome,Italy,40
85d11232-7d6c-40d7-bba6-b0ee196e4da6,"Short, Cox and Lowe",De-engineered bottom-line synergy,Amsterdam,Netherlands,126
38535da9-d59e-43a0-881c-84761dc4abd9,Brown Inc,Grass-roots didactic knowledge user,Warsaw,Poland,55
9f872e19-5039-4902-b80e-c30c65fd7ad9,Lewis Inc,Optimized exuding application,Budapest,Hungary,185
9088194a-363a-4c1c-a791-a79c262272ba,"Duncan, Rodriguez and Johnson",Intuitive system-worthy orchestration,Rome,Italy,441
b54ed2c2-096b-4004-9886-a6fe6089d893,Ortiz-Snyder,De-engineered web-enabled array,Madrid,Spain,15
8c5d476c-42cd-498b-a570-4aad1cba5c9e,"Le, Ward and Coleman",Business-focused well-modulated forecast,Vienna,Austria,77
fa34c05e-57b5-432c-a5fc-a2d6e30a6ee0,Young LLC,Fully-configurable tangible migration,Vienna,Austria,261
8f31ad8a-9015-44a2-b48a-61cdfdc82420,"Moore, West and Peters",Multi-layered zero tolerance methodology,Budapest,Hungary,312
e3afbee8-f38c-4da0-9395-94186a829c73,Fuller-Leon,Secured global infrastructure,Berlin,Germany,453
68154069-e8d4-4430-9928-1c35c3bafabe,Good-Castro,Synergized reciprocal productivity,Vienna,Austria,42
4fc11ae1-4b3d-4b8d-af05-6b6e4acd9d23,"Wade, Larson and Wright",Vision-oriented static solution,London,United Kingdom,362
d142ced9-f8c6-40c9-b006-e2f5b5ad697e,Ewing-Mason,Synergized empowering installation,Vienna,Austria,257
9c722e14-fe21-457c-9129-e12a23da163e,Pruitt-Davis,Decentralized dynamic firmware,Vienna,Austria,292
92e83276-9149-4c24-ac7d-45bd89213693,Huynh-Barker,Cross-group 4thgeneration software,Warsaw,Poland,354
b51eb93a-9af4-4cb0-97e3-66a970c4fab2,Escobar Ltd,Total stable success,Warsaw,Poland,111
9530b9d1-17a5-49be-b97f-82eb13ff4cc9,Love LLC,Extended non-volatile help-desk,Berlin,Germany,277
1773aadf-da05-4a39-a38d-1e33f1f62dd3,"Hernandez, Joseph and Johnson",Intuitive client-driven encryption,Warsaw,Poland,331
e415f830-fa9c-40dd-8e9a-0fe97ff4dc96,"Malone, Henderson and Roy",Networked grid-enabled benchmark,Paris,France,88
570636da-d7b5-4c9c-b0bb-cfabfe58a80e,Johnson LLC,Synergistic human-resource hub,Prague,Czech Republic,201
614d7d9c-2b17-4036-868c-ef9424ff069d,"Hanson, Smith and Vasquez",Grass-roots fresh-thinking hub,Berlin,Germany,62
716a5aca-3394-4dfd-91d3-ba4c2fc83287,"Boyd, Hernandez and Reyes",Synergistic optimizing encoding,Budapest,Hungary,360
bd3eec14-71c1-4182-bc26-22e2ac9687d4,Weeks-Benton,Re-engineered human-resource neural-net,Madrid,Spain,213
55c01eb6-56df-4e9e-a93f-d608df2491d0,"Dodson, Cruz and Chavez",Triple-buffered fault-tolerant monitoring,Berlin,Germany,202
27024b91-08c7-4ace-a636-edeac3299ff2,"Nash, Barrett and Frazier",Grass-roots national instruction set,Prague,Czech Republic,360
